target_set,overlap_size,target_set_size,hit_list_size,universe_size,p_value,overlap_hits,fdr
SLX4,0,46,138,13176,1.0,"",1.0
EEIG1,0,47,138,13176,1.0,"",1.0
DNAJB5,0,31,138,13176,1.0,"",1.0
TAAR5,4,383,138,13176,0.5726833367914534,"Cyproheptadine_3.82_F03_plate_41002897,Phentolamine_3.82_N16_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Chlorpromazine_3.82_B03_plate_41002878",1.0
CXCL12,2,287,138,13176,0.8065647815668072,"5-Azacytidine_2.86_I02_plate_41002951,Melatonin_3.82_D16_plate_41002692",1.0
ENTPD7,1,92,138,13176,0.6216857415195591,Glycerol_3.34_P22_plate_41002889,1.0
MRPL10,1,46,138,13176,0.38440080632106327,Disulfiram_3.82_I17_plate_41002692,1.0
PPP3R2,1,60,138,13176,0.46908615608088705,Cyclosporin A_3.34_P19_plate_41002701,1.0
SCLY,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
DNAJC27,0,32,138,13176,1.0,"",1.0
GPSM2,1,60,138,13176,0.46908615608088705,Cyclosporin A_3.34_P19_plate_41002701,1.0
DEFA3,1,46,138,13176,0.38440080632106327,Glycerol_3.34_P22_plate_41002889,1.0
EHMT2,0,30,138,13176,1.0,"",1.0
PNMT,1,110,138,13176,0.6874570288329402,Glycerol_3.34_P22_plate_41002889,1.0
POLA1,2,169,138,13176,0.5308977035066332,"Glycerol_3.34_P22_plate_41002889,Fludarabine_2.36_N13_plate_41002955",1.0
MYOM3,0,31,138,13176,1.0,"",1.0
CDC42BPG,0,63,138,13176,1.0,"",1.0
FRAS1,0,60,138,13176,1.0,"",1.0
VRK1,1,122,138,13176,0.724861997227009,Glycerol_3.34_P22_plate_41002889,1.0
RIMS3,0,32,138,13176,1.0,"",1.0
KLHDC9,0,47,138,13176,1.0,"",1.0
CHN1,0,29,138,13176,1.0,"",1.0
MID1,0,59,138,13176,1.0,"",1.0
SEPTIN4,0,32,138,13176,1.0,"",1.0
ITGAE,0,16,138,13176,1.0,"",1.0
SLC7A2,1,91,138,13176,0.6176533504119434,Cyclosporin A_3.34_P19_plate_41002701,1.0
SMO,0,59,138,13176,1.0,"",1.0
BMPR2,0,91,138,13176,1.0,"",1.0
LIMA1,0,31,138,13176,1.0,"",1.0
TG,0,108,138,13176,1.0,"",1.0
MGMT,0,46,138,13176,1.0,"",1.0
UBE2W,0,32,138,13176,1.0,"",1.0
TRIM5,0,32,138,13176,1.0,"",1.0
SGK1,0,120,138,13176,1.0,"",1.0
CHUK,4,119,138,13176,0.03634288819225975,"Sulfasalazine_3.34_O23_plate_41002701,4-Aminosalicylic acid_3.82_A13_plate_41002693,Metformin_3.34_J22_plate_41002701,5-Aminosalicylic Acid_3.82_P23_plate_41002877",1.0
HSPA6,1,59,138,13176,0.4634411826267809,Disulfiram_3.82_I17_plate_41002692,1.0
BCAM,0,31,138,13176,1.0,"",1.0
THY1,0,74,138,13176,1.0,"",1.0
GATAD2A,0,15,138,13176,1.0,"",1.0
CA5B,2,225,138,13176,0.6861710128104435,"Furosemide_3.82_E01_plate_41002946,Metolazone_3.34_G01_plate_41002892",1.0
RTKN2,0,32,138,13176,1.0,"",1.0
ZNF713,0,32,138,13176,1.0,"",1.0
FBXO32,0,75,138,13176,1.0,"",1.0
IQCG,0,46,138,13176,1.0,"",1.0
SI,1,94,138,13176,0.6296242955123024,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
SCN1A,0,334,138,13176,1.0,"",1.0
NAT2,0,139,138,13176,1.0,"",1.0
NAGS,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
AFTPH,0,32,138,13176,1.0,"",1.0
BHLHE40,0,193,138,13176,1.0,"",1.0
NID1,0,60,138,13176,1.0,"",1.0
TMEM255A,0,31,138,13176,1.0,"",1.0
POTEG,0,32,138,13176,1.0,"",1.0
MAPK10,1,78,138,13176,0.5611817867206136,Glycerol_3.34_P22_plate_41002889,1.0
SDF2L1,0,63,138,13176,1.0,"",1.0
GLB1L,0,14,138,13176,1.0,"",1.0
AOX1,3,359,138,13176,0.7300942328728139,"Cyclosporin A_3.34_P19_plate_41002701,Glycerol_3.34_P22_plate_41002889,Melatonin_3.82_D16_plate_41002692",1.0
DPYSL4,0,16,138,13176,1.0,"",1.0
ABL1,6,321,138,13176,0.12109625829849427,"Metformin_3.34_J22_plate_41002701,Bortezomib_1.43_O21_plate_41002945,Erlotinib_1.43_J23_plate_41002703,Bortezomib_0.95_N08_plate_41002875,Afatinib_3.82_P09_plate_41002692,Glycerol_3.34_P22_plate_41002889",1.0
ARHGAP22,0,32,138,13176,1.0,"",1.0
PLA2G12A,0,45,138,13176,1.0,"",1.0
WWTR1,0,61,138,13176,1.0,"",1.0
GRK2,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
CALR,3,30,138,13176,0.0037109510309388497,"Bortezomib_0.95_N08_plate_41002875,Melatonin_3.82_D16_plate_41002692,Bortezomib_1.43_O21_plate_41002945",1.0
TUBA3E,2,140,138,13176,0.43249216233435,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
EXOC7,0,32,138,13176,1.0,"",1.0
RFC2,0,30,138,13176,1.0,"",1.0
BEST4,0,30,138,13176,1.0,"",1.0
INHBA,3,169,138,13176,0.26062117648624594,"Triclosan_3.82_F22_plate_41002946,Glycerol_3.34_P22_plate_41002889,Triclosan_3.82_D24_plate_41002877",1.0
SMPX,0,16,138,13176,1.0,"",1.0
DDAH2,0,91,138,13176,1.0,"",1.0
ATP6V0D2,0,30,138,13176,1.0,"",1.0
GLYR1,2,79,138,13176,0.20055884827662895,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
RAB3IL1,0,32,138,13176,1.0,"",1.0
GPRC6A,0,16,138,13176,1.0,"",1.0
ATAD2B,0,32,138,13176,1.0,"",1.0
HDHD2,0,48,138,13176,1.0,"",1.0
WBP4,0,48,138,13176,1.0,"",1.0
FARS2,0,48,138,13176,1.0,"",1.0
TAS2R50,2,136,138,13176,0.4180692830587859,"Cyclosporin A_3.34_P19_plate_41002701,Melatonin_3.82_D16_plate_41002692",1.0
AUTS2,0,30,138,13176,1.0,"",1.0
TNFRSF1A,1,164,138,13176,0.8240497653585307,Metformin_3.34_J22_plate_41002701,1.0
COA1,0,60,138,13176,1.0,"",1.0
TXNL1,1,30,138,13176,0.27109701643053735,Disulfiram_3.82_I17_plate_41002692,1.0
SSPOP,0,32,138,13176,1.0,"",1.0
SLC16A10,1,46,138,13176,0.38440080632106327,Disulfiram_3.82_I17_plate_41002692,1.0
RBFOX2,0,32,138,13176,1.0,"",1.0
PMPCA,2,96,138,13176,0.26625021849843283,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
CNOT2,2,48,138,13176,0.0899484529971214,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
SNRPD2,0,32,138,13176,1.0,"",1.0
UNC13B,1,64,138,13176,0.4910825008349675,Glycerol_3.34_P22_plate_41002889,1.0
CLEC18B,0,32,138,13176,1.0,"",1.0
NFKB2,1,132,138,13176,0.7526118706082887,Metformin_3.34_J22_plate_41002701,1.0
ASPHD2,0,45,138,13176,1.0,"",1.0
SEPHS2,0,32,138,13176,1.0,"",1.0
CHRNA6,0,45,138,13176,1.0,"",1.0
LTBP1,0,90,138,13176,1.0,"",1.0
TSSC4,0,16,138,13176,1.0,"",1.0
MRPL11,0,48,138,13176,1.0,"",1.0
C6orf136,0,32,138,13176,1.0,"",1.0
PIERCE1,0,45,138,13176,1.0,"",1.0
EIF4A2,0,45,138,13176,1.0,"",1.0
KRT5,0,62,138,13176,1.0,"",1.0
PFKM,1,46,138,13176,0.38440080632106327,Glycerol_3.34_P22_plate_41002889,1.0
COX16,0,48,138,13176,1.0,"",1.0
IL24,0,76,138,13176,1.0,"",1.0
CAMSAP1,0,47,138,13176,1.0,"",1.0
RECK,0,76,138,13176,1.0,"",1.0
PDGFD,0,32,138,13176,1.0,"",1.0
ITK,2,107,138,13176,0.30892647697920195,"Sulfasalazine_3.34_O23_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
ME1,0,91,138,13176,1.0,"",1.0
BICRA,0,31,138,13176,1.0,"",1.0
FLI1,1,45,138,13176,0.3778624634650871,Cyclosporin A_3.34_P19_plate_41002701,1.0
S100A7,0,45,138,13176,1.0,"",1.0
ANXA4,0,75,138,13176,1.0,"",1.0
DPYSL3,1,95,138,13176,0.6335313316856177,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
P4HA2,0,62,138,13176,1.0,"",1.0
SLC22A11,2,329,138,13176,0.8630420200461035,"Ketoprofen_3.82_K03_plate_41002897,Furosemide_3.82_E01_plate_41002946",1.0
NPC1,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
AXIN2,0,104,138,13176,1.0,"",1.0
ETS2,1,78,138,13176,0.5611817867206136,Glycerol_3.34_P22_plate_41002889,1.0
DLGAP4,0,31,138,13176,1.0,"",1.0
INSC,0,30,138,13176,1.0,"",1.0
GPR37,4,413,138,13176,0.6324332139825106,"Cyproheptadine_3.82_F03_plate_41002897,Phentolamine_3.82_N16_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Chlorpromazine_3.82_B03_plate_41002878",1.0
MT-ND5,1,46,138,13176,0.38440080632106327,Metformin_3.34_J22_plate_41002701,1.0
ENDOD1,0,59,138,13176,1.0,"",1.0
SAPCD2,0,62,138,13176,1.0,"",1.0
LRR1,1,44,138,13176,0.3712551847178332,Cyclosporin A_3.34_P19_plate_41002701,1.0
PUDP,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
SLC6A18,1,107,138,13176,0.6773426673512546,Clomipramine_3.82_F03_plate_41002878,1.0
REXO1,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
CDK9,1,64,138,13176,0.4910825008349675,Glycerol_3.34_P22_plate_41002889,1.0
SKP2,0,76,138,13176,1.0,"",1.0
PTS,3,62,138,13176,0.02714181012358074,"Mycophenolate Mofetil_3.34_J19_plate_41002701,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883,Glycerol_3.34_P22_plate_41002889",1.0
FAM111A,0,30,138,13176,1.0,"",1.0
NHLRC2,0,16,138,13176,1.0,"",1.0
PRDM2,0,62,138,13176,1.0,"",1.0
NR2F6,0,193,138,13176,1.0,"",1.0
HNRNPR,0,46,138,13176,1.0,"",1.0
LYPLAL1,0,32,138,13176,1.0,"",1.0
CES3,0,44,138,13176,1.0,"",1.0
GAD1,2,121,138,13176,0.3624754429328139,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
TOPBP1,1,92,138,13176,0.6216857415195591,Glycerol_3.34_P22_plate_41002889,1.0
MTHFD2,3,137,138,13176,0.17351557685956429,"Cyclosporin A_3.34_P19_plate_41002701,Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
FOXA3,1,44,138,13176,0.3712551847178332,Disulfiram_3.82_I17_plate_41002692,1.0
FMNL3,0,46,138,13176,1.0,"",1.0
MAPK4,0,46,138,13176,1.0,"",1.0
BTN3A1,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
ASNS,2,134,138,13176,0.41078962414046044,"Cyclosporin A_3.34_P19_plate_41002701,Disulfiram_3.82_I17_plate_41002692",1.0
CEPT1,0,30,138,13176,1.0,"",1.0
SALL1,0,59,138,13176,1.0,"",1.0
MOSPD2,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
TRAF3IP2,0,76,138,13176,1.0,"",1.0
CXCL13,1,137,138,13176,0.7654261213084218,Melatonin_3.82_D16_plate_41002692,1.0
OPRL1,5,537,138,13176,0.6678907584170264,"Cyproheptadine_3.82_F03_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Phentolamine_3.82_N16_plate_41002897,Chlorpromazine_3.82_B03_plate_41002878,Melatonin_3.82_D16_plate_41002692",1.0
SLC27A3,0,32,138,13176,1.0,"",1.0
SNCA,0,61,138,13176,1.0,"",1.0
PPP1R15A,1,135,138,13176,0.7603814694947946,Disulfiram_3.82_I17_plate_41002692,1.0
LAPTM5,0,45,138,13176,1.0,"",1.0
ENTPD2,1,63,138,13176,0.4856697366819983,Glycerol_3.34_P22_plate_41002889,1.0
BCAS3,0,46,138,13176,1.0,"",1.0
IHH,1,59,138,13176,0.4634411826267809,Glycerol_3.34_P22_plate_41002889,1.0
LRRC26,1,61,138,13176,0.47467216633255205,Cyclosporin A_3.34_P19_plate_41002701,1.0
AADAC,2,108,138,13176,0.3127885183045498,"Glycerol_3.34_P22_plate_41002889,Rifapentine_3.82_M11_plate_41002693",1.0
IFIT5,2,108,138,13176,0.3127885183045498,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
NHLH1,0,30,138,13176,1.0,"",1.0
CD27,1,60,138,13176,0.46908615608088705,Sulfasalazine_3.34_O23_plate_41002701,1.0
COL14A1,0,59,138,13176,1.0,"",1.0
SQSTM1,3,228,138,13176,0.428546518961741,"Cyclosporin A_3.34_P19_plate_41002701,Atazanavir_3.82_B10_plate_41002896,Melatonin_3.82_D16_plate_41002692",1.0
DNAJC5,0,44,138,13176,1.0,"",1.0
ZNF324,0,32,138,13176,1.0,"",1.0
TTBK1,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
DOCK4,0,31,138,13176,1.0,"",1.0
BVES,0,31,138,13176,1.0,"",1.0
IFIT1,2,138,138,13176,0.42530389180132844,"Disulfiram_3.82_I17_plate_41002692,Glycerol_3.34_P22_plate_41002889",1.0
UGT8,0,46,138,13176,1.0,"",1.0
PTPRD,0,16,138,13176,1.0,"",1.0
XBP1,2,207,138,13176,0.6413775767956669,"Sulfasalazine_3.34_O23_plate_41002701,Metformin_3.34_J22_plate_41002701",1.0
ARAP3,0,45,138,13176,1.0,"",1.0
CHRDL1,0,61,138,13176,1.0,"",1.0
ARID5B,0,74,138,13176,1.0,"",1.0
FGF19,1,91,138,13176,0.6176533504119434,Glycerol_3.34_P22_plate_41002889,1.0
SRP72,2,90,138,13176,0.24294290882209493,"Cyclosporin A_3.34_P19_plate_41002701,Atazanavir_3.82_B10_plate_41002896",1.0
AHCYL1,1,94,138,13176,0.6296242955123024,Glycerol_3.34_P22_plate_41002889,1.0
TMBIM4,0,32,138,13176,1.0,"",1.0
KIF5B,1,60,138,13176,0.46908615608088705,Cyclosporin A_3.34_P19_plate_41002701,1.0
MYC,3,317,138,13176,0.6491770791221652,"Metformin_3.34_J22_plate_41002701,Bortezomib_0.95_N08_plate_41002875,Bortezomib_1.43_O21_plate_41002945",1.0
CRIM1,1,74,138,13176,0.5421944501490569,Disulfiram_3.82_I17_plate_41002692,1.0
PLCB1,1,48,138,13176,0.39727353315756336,5-Azacytidine_2.86_I02_plate_41002951,1.0
ATP5MC1,0,61,138,13176,1.0,"",1.0
RPL10A,0,32,138,13176,1.0,"",1.0
GNG2,2,198,138,13176,0.6171761161160412,"Glycerol_3.34_P22_plate_41002889,Melatonin_3.82_D16_plate_41002692",1.0
IFITM2,0,63,138,13176,1.0,"",1.0
GSR,4,200,138,13176,0.15812607348834717,"Triclosan_3.82_F22_plate_41002946,Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883,Triclosan_3.82_D24_plate_41002877",1.0
DNM3,0,16,138,13176,1.0,"",1.0
DPF1,0,48,138,13176,1.0,"",1.0
PXDC1,0,30,138,13176,1.0,"",1.0
UGT2B7,3,469,138,13176,0.8737252579027484,"Artesunate_3.34_O23_plate_41002890,Ezetimibe_3.82_J18_plate_41002946,Mycophenolate Mofetil_3.34_J19_plate_41002701",1.0
ACIN1,0,61,138,13176,1.0,"",1.0
TMEM144,0,60,138,13176,1.0,"",1.0
ASMT,3,60,138,13176,0.024929381123754295,"Cyclosporin A_3.34_P19_plate_41002701,Glycerol_3.34_P22_plate_41002889,Melatonin_3.82_D16_plate_41002692",1.0
SLIRP,1,48,138,13176,0.39727353315756336,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
RAB1A,2,63,138,13176,0.1410652892955385,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
LIN7A,0,61,138,13176,1.0,"",1.0
SF1,0,62,138,13176,1.0,"",1.0
ECE1,0,31,138,13176,1.0,"",1.0
PLK3,0,77,138,13176,1.0,"",1.0
PMPCB,2,76,138,13176,0.18915209210682302,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
RTF1,1,16,138,13176,0.15511742986376995,Glycerol_3.34_P22_plate_41002889,1.0
ARL6IP6,0,32,138,13176,1.0,"",1.0
MREG,0,45,138,13176,1.0,"",1.0
RASA1,2,135,138,13176,0.414435001476196,"Disulfiram_3.82_I17_plate_41002692,Glycerol_3.34_P22_plate_41002889",1.0
IL5,1,60,138,13176,0.46908615608088705,Cyclosporin A_3.34_P19_plate_41002701,1.0
CSTF2,0,45,138,13176,1.0,"",1.0
GRIA2,1,123,138,13176,0.7277706110145585,Piracetam_1.43_E18_plate_41002888,1.0
ATP6AP1,0,32,138,13176,1.0,"",1.0
PLEKHA5,0,46,138,13176,1.0,"",1.0
MST1P2,0,31,138,13176,1.0,"",1.0
IGSF9B,0,30,138,13176,1.0,"",1.0
MIR146B,0,28,138,13176,1.0,"",1.0
GPR83,4,415,138,13176,0.6362234612595857,"Cyproheptadine_3.82_F03_plate_41002897,Phentolamine_3.82_N16_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Chlorpromazine_3.82_B03_plate_41002878",1.0
TTC39A,0,47,138,13176,1.0,"",1.0
ZNF467,0,61,138,13176,1.0,"",1.0
CRTAM,0,29,138,13176,1.0,"",1.0
P2RY13,1,107,138,13176,0.6773426673512546,Melatonin_3.82_D16_plate_41002692,1.0
LEMD2,1,46,138,13176,0.38440080632106327,Disulfiram_3.82_I17_plate_41002692,1.0
ACYP2,0,31,138,13176,1.0,"",1.0
RPSA,0,31,138,13176,1.0,"",1.0
AMFR,0,77,138,13176,1.0,"",1.0
CHP2,1,46,138,13176,0.38440080632106327,Cyclosporin A_3.34_P19_plate_41002701,1.0
FZD5,0,120,138,13176,1.0,"",1.0
STAP2,0,61,138,13176,1.0,"",1.0
HHIP,0,91,138,13176,1.0,"",1.0
CD200,0,60,138,13176,1.0,"",1.0
CEP152,0,30,138,13176,1.0,"",1.0
ROM1,0,48,138,13176,1.0,"",1.0
ITGB4,1,93,138,13176,0.6256759102500924,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
UPB1,1,16,138,13176,0.15511742986376995,Glycerol_3.34_P22_plate_41002889,1.0
SOX2,0,106,138,13176,1.0,"",1.0
ETHE1,1,79,138,13176,0.5658051577263058,Glycerol_3.34_P22_plate_41002889,1.0
ROR1,0,61,138,13176,1.0,"",1.0
DYNLT3,0,44,138,13176,1.0,"",1.0
EN1,1,62,138,13176,0.48019982481872137,Glycerol_3.34_P22_plate_41002889,1.0
RSRC2,0,46,138,13176,1.0,"",1.0
NEDD4L,1,63,138,13176,0.4856697366819983,Glycerol_3.34_P22_plate_41002889,1.0
CYP2C8,20,2140,138,13176,0.7459331096468615,"Amoxicillin_3.82_A01_plate_41002896,Bortezomib_1.43_O21_plate_41002945,Bortezomib_0.95_N08_plate_41002875,Lopinavir_3.82_O13_plate_41002692,Metronidazole_3.34_L15_plate_41002889,Amlodipine_3.82_N07_plate_41002897,Terbinafine_3.34_G18_plate_41002957,Lopinavir_3.82_F09_plate_41002897,Ezetimibe_3.82_J18_plate_41002946,Atazanavir_3.82_B10_plate_41002896,Ixazomib_2.36_M08_plate_41002898,Ketoprofen_3.82_K03_plate_41002897,Mycophenolate Mofetil_3.34_J19_plate_41002701,Amlodipine_3.34_C02_plate_41002892,Ixazomib_2.86_L10_plate_41002905,Cyclosporin A_3.34_P19_plate_41002701,Rifapentine_3.82_M11_plate_41002693,Erlotinib_1.43_J23_plate_41002703,Lopinavir_3.34_O01_plate_41002700,Ivosidenib_3.34_D19_plate_41002893",1.0
MACROD2,0,46,138,13176,1.0,"",1.0
MPPED2,0,120,138,13176,1.0,"",1.0
STN1,0,47,138,13176,1.0,"",1.0
RAB11FIP4,0,30,138,13176,1.0,"",1.0
ZFP69B,1,45,138,13176,0.3778624634650871,Cyclosporin A_3.34_P19_plate_41002701,1.0
KCNJ12,0,104,138,13176,1.0,"",1.0
CANT1,0,32,138,13176,1.0,"",1.0
PTPRN,1,61,138,13176,0.47467216633255205,Glycerol_3.34_P22_plate_41002889,1.0
PSMB1,5,94,138,13176,0.003052318223321997,"Bortezomib_1.43_O21_plate_41002945,Bortezomib_0.95_N08_plate_41002875,Carfilzomib_2.36_P05_plate_41002886,Glycerol_3.34_P22_plate_41002889,Cyclosporin A_3.34_P19_plate_41002701",1.0
NABP1,0,75,138,13176,1.0,"",1.0
HES4,0,47,138,13176,1.0,"",1.0
RIPPLY3,0,32,138,13176,1.0,"",1.0
HMCN1,0,45,138,13176,1.0,"",1.0
VSNL1,0,31,138,13176,1.0,"",1.0
CYP46A1,1,138,138,13176,0.7679087653194222,Glycerol_3.34_P22_plate_41002889,1.0
GLIPR2,0,48,138,13176,1.0,"",1.0
CHMP1A,0,32,138,13176,1.0,"",1.0
CCNF,3,106,138,13176,0.09995157941755324,"Metformin_3.34_J22_plate_41002701,Bortezomib_0.95_N08_plate_41002875,Bortezomib_1.43_O21_plate_41002945",1.0
HTR3D,0,91,138,13176,1.0,"",1.0
HPR,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
VOPP1,0,32,138,13176,1.0,"",1.0
NDST1,1,60,138,13176,0.46908615608088705,Cyclosporin A_3.34_P19_plate_41002701,1.0
BCAS1,1,90,138,13176,0.6135782934422834,Cyclosporin A_3.34_P19_plate_41002701,1.0
ALPP,4,197,138,13176,0.15221772292962812,"Cyclosporin A_3.34_P19_plate_41002701,Chlorpromazine_3.82_B03_plate_41002878,Glycerol_3.34_P22_plate_41002889,Atazanavir_3.82_B10_plate_41002896",1.0
KDELR3,0,63,138,13176,1.0,"",1.0
LIMK2,0,95,138,13176,1.0,"",1.0
ARHGEF1,0,32,138,13176,1.0,"",1.0
SERPINA7,2,201,138,13176,0.6253785479933692,"Glycerol_3.34_P22_plate_41002889,Furosemide_3.82_E01_plate_41002946",1.0
SLC22A10,0,30,138,13176,1.0,"",1.0
CCL11,0,61,138,13176,1.0,"",1.0
BMERB1,0,59,138,13176,1.0,"",1.0
ASPN,0,45,138,13176,1.0,"",1.0
RNF14,0,47,138,13176,1.0,"",1.0
RIDA,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
NAA20,0,32,138,13176,1.0,"",1.0
PSMB10,4,95,138,13176,0.017614584620113574,"Carfilzomib_2.36_P05_plate_41002886,Bortezomib_0.95_N08_plate_41002875,Bortezomib_1.43_O21_plate_41002945,Glycerol_3.34_P22_plate_41002889",1.0
TXN,1,79,138,13176,0.5658051577263058,Glycerol_3.34_P22_plate_41002889,1.0
NTRK3,1,120,138,13176,0.7189518970465567,Larotrectinib_3.82_E08_plate_41002897,1.0
FAM111B,0,61,138,13176,1.0,"",1.0
LBP,2,90,138,13176,0.24294290882209493,"Cyclosporin A_3.34_P19_plate_41002701,Atazanavir_3.82_B10_plate_41002896",1.0
AMBP,2,32,138,13176,0.04401963049293551,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
ZDHHC17,1,63,138,13176,0.4856697366819983,Glycerol_3.34_P22_plate_41002889,1.0
NUP153,0,16,138,13176,1.0,"",1.0
RMDN1,0,32,138,13176,1.0,"",1.0
S100P,1,77,138,13176,0.556509545887919,Disulfiram_3.82_I17_plate_41002692,1.0
PRSS1,1,46,138,13176,0.38440080632106327,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
SP4,0,46,138,13176,1.0,"",1.0
KDM2B,0,32,138,13176,1.0,"",1.0
CTPS2,0,76,138,13176,1.0,"",1.0
COMMD1,0,32,138,13176,1.0,"",1.0
CSF3R,0,32,138,13176,1.0,"",1.0
SCLT1,0,32,138,13176,1.0,"",1.0
ELMO2,0,48,138,13176,1.0,"",1.0
WDR4,0,61,138,13176,1.0,"",1.0
MRPL23,0,32,138,13176,1.0,"",1.0
TAS2R41,1,107,138,13176,0.6773426673512546,Melatonin_3.82_D16_plate_41002692,1.0
GIP,0,78,138,13176,1.0,"",1.0
ESR2,4,398,138,13176,0.6032243029789444,"Benzophenone_3.34_P21_plate_41002957,Bortezomib_0.95_N08_plate_41002875,Bortezomib_1.43_O21_plate_41002945,Estramustine_3.82_N13_plate_41002693",1.0
EDEM3,0,31,138,13176,1.0,"",1.0
CLCA4,0,59,138,13176,1.0,"",1.0
MCM6,0,89,138,13176,1.0,"",1.0
AK8,2,48,138,13176,0.0899484529971214,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
LRP2,0,60,138,13176,1.0,"",1.0
FDPS,3,107,138,13176,0.10208583998148563,"Cyclosporin A_3.34_P19_plate_41002701,Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
PTER,0,31,138,13176,1.0,"",1.0
HLX,0,61,138,13176,1.0,"",1.0
ALX4,0,16,138,13176,1.0,"",1.0
PTMA,1,46,138,13176,0.38440080632106327,Disulfiram_3.82_I17_plate_41002692,1.0
MIR600HG,0,47,138,13176,1.0,"",1.0
NACC2,0,47,138,13176,1.0,"",1.0
DERL2,0,32,138,13176,1.0,"",1.0
TTC28,1,64,138,13176,0.4910825008349675,Glycerol_3.34_P22_plate_41002889,1.0
LOXL4,1,59,138,13176,0.4634411826267809,Cyclosporin A_3.34_P19_plate_41002701,1.0
CENPX,0,32,138,13176,1.0,"",1.0
GLTP,1,75,138,13176,0.5470163983920299,Glycerol_3.34_P22_plate_41002889,1.0
OGN,0,31,138,13176,1.0,"",1.0
RAB21,0,32,138,13176,1.0,"",1.0
KIF2C,1,92,138,13176,0.6216857415195591,5-Azacytidine_2.86_I02_plate_41002951,1.0
CPT2,0,75,138,13176,1.0,"",1.0
SGSH,1,47,138,13176,0.39087092732088696,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
KCNA7,0,75,138,13176,1.0,"",1.0
LOXL1,0,45,138,13176,1.0,"",1.0
FADS3,0,32,138,13176,1.0,"",1.0
ING5,0,32,138,13176,1.0,"",1.0
CTNNA2,0,61,138,13176,1.0,"",1.0
ENO3,0,78,138,13176,1.0,"",1.0
LYZL6,0,46,138,13176,1.0,"",1.0
STIMATE,0,30,138,13176,1.0,"",1.0
SCARF1,0,16,138,13176,1.0,"",1.0
CYB5B,0,30,138,13176,1.0,"",1.0
NDUFB6,1,62,138,13176,0.48019982481872137,Metformin_3.34_J22_plate_41002701,1.0
ABCC6,0,92,138,13176,1.0,"",1.0
