target_set,p_value,fdr,overlap_size,target_set_size,overlap_hits
CPXM2,0.07648567772750277,0.7868874951338206,2,46,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
LINC00491,0.07648567772750277,0.7868874951338206,2,46,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
SOX10,0.0707991251138022,0.7868874951338206,2,44,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
UNC5C,0.0707991251138022,0.7868874951338206,2,44,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
ACP3,0.0557260986138876,0.7868874951338206,3,87,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Cyclosporin A_11.0_J15_plate_41002880"
CETP,0.058872585985209565,0.7868874951338206,3,89,"Fluvastatin_11.0_M06_plate_41002904,Fluvastatin_3.5_C21_plate_41002688,Fluvastatin_100.0_C24_plate_41002896"
MTARC2,0.07648567772750277,0.7868874951338206,2,46,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
DCAF4,0.0707991251138022,0.7868874951338206,2,44,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
DPPA5,0.07648567772750277,0.7868874951338206,2,46,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
ABHD14A,0.0707991251138022,0.7868874951338206,2,44,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
CNKSR2,0.07648567772750277,0.7868874951338206,2,46,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
FNTA,0.06541106227079894,0.7868874951338206,3,93,"Fluvastatin_11.0_M06_plate_41002904,Fluvastatin_3.5_C21_plate_41002688,Fluvastatin_100.0_C24_plate_41002896"
CLIC6,0.07648567772750277,0.7868874951338206,2,46,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
PGM1,0.0707991251138022,0.7868874951338206,2,44,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
PRRX1,0.0707991251138022,0.7868874951338206,2,44,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
MAP4K4,0.06047674236641407,0.7868874951338206,3,90,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
GKAP1,0.07648567772750277,0.7868874951338206,2,46,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
IL1A,0.07949825761145318,0.8169322110466963,4,163,"Erlotinib_11.0_G14_plate_41002880,Erlotinib_100.0_G14_plate_41002878,Erlotinib_33.5_J06_plate_41002889,Erlotinib_100.0_I18_plate_41002692"
G6PC1,0.08127308330447248,0.8332372360081218,3,102,"Fluvastatin_11.0_M06_plate_41002904,Fluvastatin_3.5_C21_plate_41002688,Fluvastatin_100.0_C24_plate_41002896"
HEG1,0.08127308330447248,0.8332372360081218,3,102,"Panobinostat_3.5_G09_plate_41002885,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_0.0456431545317173_M23_plate_41002691"
TFPI,0.08229099204806269,0.8417247200481978,4,165,"Panobinostat_3.5_G09_plate_41002885,Atazanavir_33.5_M08_plate_41002892,Panobinostat_0.0456431545317173_M23_plate_41002691,Cyclosporin A_11.0_J15_plate_41002880"
BMP2,0.08229099204806269,0.8417247200481978,4,165,"Panobinostat_3.5_G09_plate_41002885,Triclosan_100.0_F22_plate_41002946,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_0.0456431545317173_M23_plate_41002691"
PCDH7,0.08312992020517845,0.8473703488808639,3,103,"Panobinostat_3.5_G09_plate_41002885,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_0.0456431545317173_M23_plate_41002691"
PPL,0.08312992020517845,0.8473703488808639,3,103,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Cyclosporin A_11.0_J15_plate_41002880"
PRSS8,0.08312992020517845,0.8473703488808639,3,103,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Cyclosporin A_11.0_J15_plate_41002880"
GSTA1,0.08382690251492922,0.8534927614680955,6,305,"Triclosan_100.0_F22_plate_41002946,Cyclosporin A_11.0_J15_plate_41002880,Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Atazanavir_33.5_M08_plate_41002892,Azathioprine_3.5_M22_plate_41002689"
PRKAA2,0.0850049855306606,0.8605418992349618,3,104,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
SOCS1,0.0850049855306606,0.8605418992349618,3,104,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Cyclosporin A_11.0_J15_plate_41002880"
MDFIC,0.0850049855306606,0.8605418992349618,3,104,"Panobinostat_3.5_G09_plate_41002885,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_0.0456431545317173_M23_plate_41002691"
AMIGO2,0.0850049855306606,0.8605418992349618,3,104,"Panobinostat_3.5_G09_plate_41002885,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_0.0456431545317173_M23_plate_41002691"
HAS2,0.0850049855306606,0.8605418992349618,3,104,"Panobinostat_3.5_G09_plate_41002885,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_0.0456431545317173_M23_plate_41002691"
RIPK2,0.08657015919956572,0.8717365089285322,4,168,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Dasatinib_0.1369294673204422_A18_plate_41002699,Fostamatinib_33.5_J22_plate_41002957"
RPS6KA3,0.0868980963404712,0.8717365089285322,3,105,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
PDPK1,0.0868980963404712,0.8717365089285322,3,105,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
PRKAA1,0.0868980963404712,0.8717365089285322,3,105,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
CD55,0.0868980963404712,0.8717365089285322,3,105,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Cyclosporin A_11.0_J15_plate_41002880"
DST,0.0868980963404712,0.8717365089285322,3,105,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Cyclosporin A_11.0_J15_plate_41002880"
PLXNA2,0.0868980963404712,0.8717365089285322,3,105,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Cyclosporin A_11.0_J15_plate_41002880"
PIK3CG,0.0868980963404712,0.8717365089285322,3,105,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
TACC1,0.08880906799950934,0.8858904553374479,3,106,"Panobinostat_3.5_G09_plate_41002885,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_0.0456431545317173_M23_plate_41002691"
AKR7A3,0.08880906799950934,0.8858904553374479,3,106,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880,Triclosan_100.0_F22_plate_41002946"
EMP1,0.08880906799950934,0.8858904553374479,3,106,"Panobinostat_3.5_G09_plate_41002885,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_0.0456431545317173_M23_plate_41002691"
CACNA1B,0.08880906799950934,0.8858904553374479,3,106,"Vitamin D2_100.0_O18_plate_41002896,Cilnidipine_100.0_I21_plate_41002692,Cyclosporin A_11.0_J15_plate_41002880"
CLU,0.08880906799950934,0.8858904553374479,3,106,"Panobinostat_3.5_G09_plate_41002885,Bicalutamide_100.0_I11_plate_41002692,Panobinostat_0.0456431545317173_M23_plate_41002691"
EPHB6,0.0894823010921889,0.8916020507025976,4,170,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Dasatinib_0.1369294673204422_A18_plate_41002699,Fostamatinib_33.5_J22_plate_41002957"
SLCO1B1,0.08982354621281266,0.8939965981495445,17,1207,"Sildenafil_33.5_P24_plate_41002701,Triclosan_100.0_F22_plate_41002946,Cabazitaxel_100.0_C06_plate_41002692,Artesunate_33.5_O23_plate_41002890,Artesunate_100.0_I15_plate_41002877,Cyclosporin A_11.0_J15_plate_41002880,Artesunate_100.0_L13_plate_41002946,Lopinavir_33.5_G15_plate_41002893,Fluvastatin_11.0_M06_plate_41002904,Fluvastatin_3.5_C21_plate_41002688,Artesunate_11.0_J02_plate_41002879,Fluvastatin_100.0_C24_plate_41002896,Telaprevir_100.0_G11_plate_41002693,Atazanavir_33.5_M08_plate_41002892,Artesunate_11.0_K17_plate_41002950,Telaprevir_100.0_P24_plate_41002897,Artesunate_33.5_K21_plate_41002957"
ITK,0.09073771426252751,0.8970476260462821,3,107,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
RGS11,0.09073771426252751,0.8970476260462821,3,107,"Fluvastatin_11.0_M06_plate_41002904,Fluvastatin_3.5_C21_plate_41002688,Fluvastatin_100.0_C24_plate_41002896"
CACNG1,0.09073771426252751,0.8970476260462821,3,107,"Vitamin D2_100.0_O18_plate_41002896,Lercanidipine_100.0_I13_plate_41002878,Lercanidipine_100.0_L18_plate_41002692"
NUAK2,0.09073771426252751,0.8970476260462821,3,107,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
DDR1,0.09073771426252751,0.8970476260462821,3,107,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
TGFBR2,0.09073771426252751,0.8970476260462821,3,107,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
PIM1,0.09128302233547686,0.9014325661623791,5,240,"Fostamatinib_33.5_J22_plate_41002957,Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879"
JAK1,0.09268384735683594,0.9132297217873779,3,108,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
MAP3K1,0.09268384735683594,0.9132297217873779,3,108,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
PPP3R1,0.09464727806324122,0.9284447276679854,3,109,"Voclosporin_3.5_E24_plate_41002898,Voclosporin_11.0_I08_plate_41002905,Cyclosporin A_11.0_J15_plate_41002880"
ACVR1,0.09464727806324122,0.9284447276679854,3,109,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
PCSK9,0.09464727806324122,0.9284447276679854,3,109,"Fluvastatin_11.0_M06_plate_41002904,Fluvastatin_3.5_C21_plate_41002688,Fluvastatin_100.0_C24_plate_41002896"
PRKAG2,0.09464727806324122,0.9284447276679854,3,109,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
CYP1B1,0.0954514651325808,0.9352976528146025,10,628,"Indole-3-carbinol_100.0_I11_plate_41002878,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_3.5_G09_plate_41002885,Docetaxel_100.0_E02_plate_41002946,Panobinostat_0.0456431545317173_M23_plate_41002691,Dasatinib_0.1369294673204422_A18_plate_41002699,Erlotinib_11.0_G14_plate_41002880,Erlotinib_33.5_J06_plate_41002889,Erlotinib_100.0_I18_plate_41002692,Erlotinib_100.0_G14_plate_41002878"
STK17B,0.09662781579523862,0.9457781130543907,3,110,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
MST1R,0.09862526867649705,0.9642633884507847,3,111,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
IL10,0.10004092381156551,0.9759498933071006,4,177,"Ibrutinib_33.5_D05_plate_41002889,Ibrutinib_33.5_M15_plate_41002701,Ibrutinib_100.0_I07_plate_41002692,Ibrutinib_100.0_F10_plate_41002878"
SCNN1A,0.10004092381156551,0.9759498933071006,4,177,"Panobinostat_3.5_G09_plate_41002885,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_0.0456431545317173_M23_plate_41002691,Cyclosporin A_11.0_J15_plate_41002880"
TRIM38,0.12638441577730714,0.9820290832941989,2,62,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
OLFM3,0.11651664915981655,0.9820290832941989,2,59,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
GPC4,0.12307297518682754,0.9820290832941989,2,61,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
LRRC17,0.11651664915981655,0.9820290832941989,2,59,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
ETNK1,0.12307297518682754,0.9820290832941989,2,61,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
DGAT1,0.12307297518682754,0.9820290832941989,2,61,"Triclosan_100.0_F22_plate_41002946,Cyclosporin A_11.0_J15_plate_41002880"
PDE11A,0.11978346466648362,0.9820290832941989,2,60,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
LRRC8B,0.11651664915981655,0.9820290832941989,2,59,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
KCNJ13,0.12638441577730714,0.9820290832941989,2,62,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
SEMA3C,0.1173313230254813,0.9820290832941989,3,120,"Panobinostat_3.5_G09_plate_41002885,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_0.0456431545317173_M23_plate_41002691"
PPP1R3B,0.12638441577730714,0.9820290832941989,2,62,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
MFNG,0.12638441577730714,0.9820290832941989,2,62,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
IRX1,0.12638441577730714,0.9820290832941989,2,62,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
ZIC3,0.11978346466648362,0.9820290832941989,2,60,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
CYRIA,0.12307297518682754,0.9820290832941989,2,61,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
SLC16A4,0.12307297518682754,0.9820290832941989,2,61,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
LNX1,0.12307297518682754,0.9820290832941989,2,61,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
MEIS2,0.11978346466648362,0.9820290832941989,2,60,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
TENT5B,0.11651664915981655,0.9820290832941989,2,59,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
POLI,0.11978346466648362,0.9820290832941989,2,60,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
LRIG1,0.1173313230254813,0.9820290832941989,3,120,"Panobinostat_3.5_G09_plate_41002885,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_0.0456431545317173_M23_plate_41002691"
CDH10,0.12638441577730714,0.9820290832941989,2,62,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
HTR3E,0.12307297518682754,0.9820290832941989,2,61,"Gilteritinib_2.200000047683716_M09_plate_41002951,Ziprasidone_100.0_C16_plate_41002877"
NEAT1,0.12307297518682754,0.9820290832941989,2,61,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
GRHL2,0.11651664915981655,0.9820290832941989,2,59,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
PDYN,0.11978346466648362,0.9820290832941989,2,60,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
POU3F1,0.11978346466648362,0.9820290832941989,2,60,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
EPHA10,0.12307297518682754,0.9820290832941989,2,61,"Dasatinib_0.1369294673204422_A18_plate_41002699,Cyclosporin A_11.0_J15_plate_41002880"
KLK10,0.11651664915981655,0.9820290832941989,2,59,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
COL9A3,0.11651664915981655,0.9820290832941989,2,59,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
MGAT3,0.12307297518682754,0.9820290832941989,2,61,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
CDC42EP5,0.11978346466648362,0.9820290832941989,2,60,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
CRYBA4,0.12638441577730714,0.9820290832941989,2,62,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
GALNT3,0.11978346466648362,0.9820290832941989,2,60,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
SKAP2,0.11327330654100407,0.9820290832941989,2,58,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
SERPINB9,0.11519044482240959,0.9820290832941989,3,119,"Panobinostat_3.5_G09_plate_41002885,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_0.0456431545317173_M23_plate_41002691"
ZMYND8,0.11978346466648362,0.9820290832941989,2,60,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
SLC24A3,0.12307297518682754,0.9820290832941989,2,61,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
HK1,0.11095431526282946,0.9820290832941989,3,117,"Panobinostat_3.5_G09_plate_41002885,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_0.0456431545317173_M23_plate_41002691"
S100A10,0.11948714255200416,0.9820290832941989,3,121,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Cyclosporin A_11.0_J15_plate_41002880"
PLOD2,0.11306470881261313,0.9820290832941989,3,118,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Cyclosporin A_11.0_J15_plate_41002880"
SLFN5,0.12307297518682754,0.9820290832941989,2,61,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
GRHL1,0.11651664915981655,0.9820290832941989,2,59,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
SULT1A2,0.11978346466648362,0.9820290832941989,2,60,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
PROK2,0.11978346466648362,0.9820290832941989,2,60,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
TNRC6B,0.12307297518682754,0.9820290832941989,2,61,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
COL6A1,0.12307297518682754,0.9820290832941989,2,61,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
PIPOX,0.11978346466648362,0.9820290832941989,2,60,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
BMP7,0.11306470881261313,0.9820290832941989,3,118,"Panobinostat_3.5_G09_plate_41002885,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_0.0456431545317173_M23_plate_41002691"
SYNGR1,0.11978346466648362,0.9820290832941989,2,60,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
NELL1,0.12638441577730714,0.9820290832941989,2,62,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
PRODH,0.11978346466648362,0.9820290832941989,2,60,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
XCL1,0.11651664915981655,0.9820290832941989,2,59,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
NAV3,0.12307297518682754,0.9820290832941989,2,61,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
PPP2R2B,0.11651664915981655,0.9820290832941989,2,59,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
FAM241A,0.12638441577730714,0.9820290832941989,2,62,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
FZD3,0.11651664915981655,0.9820290832941989,2,59,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
C19orf33,0.11978346466648362,0.9820290832941989,2,60,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
HPS1,0.12638441577730714,0.9820290832941989,2,62,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
