OASIS_ID,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,DILILIST_ID,DILIRANK2_ID,DRUGMATRIX_ID,FRAUNHOFER_ID,ICE_ID,TGGATES_ID,TOXREFDB_ID,Invivo_ranking,Purchased_Broad_Enamine,Purchased_Broad_Molport,Purchased_Broad_Medchemxpress,InChIKey14,BESP,animal hepatotoxicity Ambe et al,animal hepatotoxicity Liu et al,human hepatotoxicity Mulliner et al,preclinical hepatotoxicity Mulliner et al
OASIS1771,DTXSID2048240,Ivabradine,DTXCID3028215,155974-00-8,ACRHBAYQBXXRTO-OAQYLSRUSA-N,"3-{3-[{[(7S)-3,4-Dimethoxybicyclo[4.2.0]octa-1,3,5-trien-7-yl]methyl}(methyl)amino]propyl}-7,8-dimethoxy-1,3,4,5-tetrahydro-2H-3-benzazepin-2-one",COC1=C(OC)C=C2[C@@H](CN(C)CCCN3CCC4=CC(OC)=C(OC)C=C4CC3=O)CC2=C1,"InChI=1S/C27H36N2O5/c1-28(17-21-11-20-14-25(33-4)26(34-5)16-22(20)21)8-6-9-29-10-7-18-12-23(31-2)24(32-3)13-19(18)15-27(29)30/h12-14,16,21H,6-11,15,17H2,1-5H3/t21-/m1/s1
",,dilirank2_190,,,,,,4.0,No,Yes,No,ACRHBAYQBXXRTO,,,,1.0,0.0
OASIS509,DTXSID7052101,"2,2,4,4,6,8,8-Heptamethylnonane",DTXCID5030668,4/9/90,VCLJODPNBNEBKW-UHFFFAOYSA-N,"2,2,4,4,6,8,8-Heptamethylnonane",CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,"InChI=1/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3
",,,,fraunhofer_193,,,,3.0,No,Yes,No,VCLJODPNBNEBKW,,1.0,,,
OASIS1524,DTXSID9022780,Cephalexin,DTXCID002780,15686-71-2,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,"(6R,7R)-7-{[(2R)-2-Amino-2-phenylacetyl]amino}-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,"InChI=1S/C16H17N3O4S/c1-8-7-24-15-11(14(21)19(15)12(8)16(22)23)18-13(20)10(17)9-5-3-2-4-6-9/h2-6,10-11,15H,7,17H2,1H3,(H,18,20)(H,22,23)/t10-,11-,15-/m1/s1
",dilist_290,,,,,,,4.0,No,Yes,Yes,ZAIPMKNFIOOWCQ,,,,1.0,1.0
OASIS1578,DTXSID9046786,Tadalafil,DTXCID7026786,171596-29-5,WOXKDUGGOYFFRN-IIBYNOLFSA-N,"(6R,12aR)-6-(2H-1,3-Benzodioxol-5-yl)-2-methyl-2,3,6,7,12,12a-hexahydropyrazino[1',2':1,6]pyrido[3,4-b]indole-1,4-dione",CN1CC(=O)N2[C@H](CC3=C(NC4=C3C=CC=C4)[C@H]2C2=CC=C3OCOC3=C2)C1=O,"InChI=1S/C22H19N3O4/c1-24-10-19(26)25-16(22(24)27)9-14-13-4-2-3-5-15(13)23-20(14)21(25)12-6-7-17-18(8-12)29-11-28-17/h2-8,16,21,23H,9-11H2,1H3/t16-,21-/m1/s1
",dilist_685,,,,,,,4.0,Yes,No,Yes,WOXKDUGGOYFFRN,0.0,,,1.0,1.0
OASIS1583,DTXSID9048437,Ipratropium,DTXCID80809614,60205-81-4,OEXHQOGQTVQTAT-BHIXFJMTNA-N,"(1R,3r,5S)-3-[(3-Hydroxy-2-phenylpropanoyl)oxy]-8-methyl-8-(propan-2-yl)-8-azabicyclo[3.2.1]octan-8-ium",CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,"InChI=1/C20H30NO3/c1-14(2)21(3)16-9-10-17(21)12-18(11-16)24-20(23)19(13-22)15-7-5-4-6-8-15/h4-8,14,16-19,22H,9-13H2,1-3H3/q+1/t16-,17+,18+,19?,21?
",dilist_148,,,,,,,4.0,No,Yes,No,OEXHQOGQTVQTAT,0.0,,,,
OASIS1717,DTXSID0022721,Calcifediol,DTXCID602721,19356-17-3,JWUBBDSIWDLEOM-DTOXIADCSA-N,"(3S,5Z,7E)-9,10-Secocholesta-5,7,10-triene-3,25-diol",[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)(C)O,"InChI=1S/C27H44O2/c1-19-10-13-23(28)18-22(19)12-11-21-9-7-17-27(5)24(14-15-25(21)27)20(2)8-6-16-26(3,4)29/h11-12,20,23-25,28-29H,1,6-10,13-18H2,2-5H3/b21-11+,22-12-/t20-,23+,24-,25+,27-/m1/s1
",,dilirank2_9,,,,,,4.0,No,No,Yes,JWUBBDSIWDLEOM,,,,1.0,0.0
OASIS793,DTXSID2022674,Betaxolol,DTXCID102674,63659-18-7,NWIUTZDMDHAVTP-UHFFFAOYSA-N,1-{4-[2-(Cyclopropylmethoxy)ethyl]phenoxy}-3-[(propan-2-yl)amino]propan-2-ol,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,"InChI=1/C18H29NO3/c1-14(2)19-11-17(20)13-22-18-7-5-15(6-8-18)9-10-21-12-16-3-4-16/h5-8,14,16-17,19-20H,3-4,9-13H2,1-2H3
",dilist_195,,,,,,,4.0,No,Yes,Yes,NWIUTZDMDHAVTP,,,,1.0,1.0
OASIS421,DTXSID7024902,Dazomet,DTXCID004902,533-74-4,QAYICIQNSGETAS-UHFFFAOYSA-N,"3,5-Dimethyl-1,3,5-thiadiazinane-2-thione",CN1CSC(=S)N(C)C1,"InChI=1S/C5H10N2S2/c1-6-3-7(2)5(8)9-4-6/h3-4H2,1-2H3
",,,,fraunhofer_86,,,,3.0,No,Yes,No,QAYICIQNSGETAS,,,1.0,,1.0
OASIS1435,DTXSID8023551,Ramipril,DTXCID203551,87333-19-5,HDACQVRGBOVJII-JBDAPHQKSA-N,"(2S,3aS,6aS)-1-[(2S)-2-{[(2S)-1-Ethoxy-1-oxo-4-phenylbutan-2-yl]amino}propanoyl]octahydrocyclopenta[b]pyrrole-2-carboxylic acid",CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(O)=O,"InChI=1S/C23H32N2O5/c1-3-30-23(29)18(13-12-16-8-5-4-6-9-16)24-15(2)21(26)25-19-11-7-10-17(19)14-20(25)22(27)28/h4-6,8-9,15,17-20,24H,3,7,10-14H2,1-2H3,(H,27,28)/t15-,17-,18-,19-,20-/m0/s1
",dilist_547,,,,,,,4.0,Yes,No,Yes,HDACQVRGBOVJII,0.0,,,1.0,1.0
OASIS495,DTXSID4021341,"4,4'-Thiobis(6-tert-butyl-m-cresol)",DTXCID301341,96-69-5,HXIQYSLFEXIOAV-UHFFFAOYSA-N,"4,4'-Sulfanediylbis(2-tert-butyl-5-methylphenol)",CC1=CC(O)=C(C=C1SC1=C(C)C=C(O)C(=C1)C(C)(C)C)C(C)(C)C,"InChI=1S/C22H30O2S/c1-13-9-17(23)15(21(3,4)5)11-19(13)25-20-12-16(22(6,7)8)18(24)10-14(20)2/h9-12,23-24H,1-8H3
",,,,fraunhofer_176,,,,3.0,No,Yes,No,HXIQYSLFEXIOAV,,1.0,,,1.0
OASIS492,DTXSID4032372,Difenoconazole,DTXCID2012372,119446-68-3,BQYJATMQXGBDHF-UHFFFAOYSA-N,"1-({2-[2-Chloro-4-(4-chlorophenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl}methyl)-1H-1,2,4-triazole",CC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(OC2=CC=C(Cl)C=C2)C=C1,"InChI=1/C19H17Cl2N3O3/c1-13-9-25-19(27-13,10-24-12-22-11-23-24)17-7-6-16(8-18(17)21)26-15-4-2-14(20)3-5-15/h2-8,11-13H,9-10H2,1H3
",,,,fraunhofer_172,,,,3.0,No,Yes,Yes,BQYJATMQXGBDHF,,1.0,1.0,,1.0
OASIS1158,DTXSID5046697,Pazufloxacin,DTXCID3026697,127045-41-4,XAGMUUZPGZWTRP-ZETCQYMHSA-N,"(3S)-10-(1-Aminocyclopropyl)-9-fluoro-3-methyl-7-oxo-2,3-dihydro-7H-[1,4]oxazino[2,3,4-ij]quinoline-6-carboxylic acid",C[C@H]1COC2=C(C(F)=CC3=C2N1C=C(C(O)=O)C3=O)C1(N)CC1,"InChI=1S/C16H15FN2O4/c1-7-6-23-14-11(16(18)2-3-16)10(17)4-8-12(14)19(7)5-9(13(8)20)15(21)22/h4-5,7H,2-3,6,18H2,1H3,(H,21,22)/t7-/m0/s1
",dilist_378,,,,,,,4.0,Yes,No,No,XAGMUUZPGZWTRP,0.0,,,1.0,
OASIS1739,DTXSID10233968,Cabozantinib,DTXCID40156459,849217-68-1,ONIQOQHATWINJY-UHFFFAOYSA-N,"N~1~-{4-[(6,7-Dimethoxyquinolin-4-yl)oxy]phenyl}-N'~1~-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",COC1=CC2=NC=CC(OC3=CC=C(NC(=O)C4(CC4)C(=O)NC4=CC=C(F)C=C4)C=C3)=C2C=C1OC,"InChI=1S/C28H24FN3O5/c1-35-24-15-21-22(16-25(24)36-2)30-14-11-23(21)37-20-9-7-19(8-10-20)32-27(34)28(12-13-28)26(33)31-18-5-3-17(29)4-6-18/h3-11,14-16H,12-13H2,1-2H3,(H,31,33)(H,32,34)
",,dilirank2_204,,,,,,4.0,No,Yes,Yes,ONIQOQHATWINJY,,,,,0.0
OASIS1665,DTXSID3040774,"alpha,beta-Thujone",DTXCID601474050,76231-76-0,USMNOWBWPHYOEA-VWHDNNRLSA-N,"(1S,5R)-4-Methyl-1-(propan-2-yl)bicyclo[3.1.0]hexan-3-one",[H][C@]12C[C@]1(CC(=O)C2C)C(C)C,"InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6-8H,4-5H2,1-3H3/t7?,8-,10+/m1/s1
",,,,,ice_73,,,3.0,No,Yes,No,USMNOWBWPHYOEA,,0.0,,,
OASIS1428,DTXSID8023399,Oxandrolone,DTXCID203399,53-39-4,QSLJIVKCVHQPLV-PEMPUTJUSA-N,"(4aS,4bS,6aS,7S,9aS,9bR,11aS)-7-Hydroxy-4a,6a,7-trimethyltetradecahydrocyclopenta[5,6]naphtho[1,2-c]pyran-2(1H)-one",C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C,"InChI=1S/C19H30O3/c1-17-11-22-16(20)10-12(17)4-5-13-14(17)6-8-18(2)15(13)7-9-19(18,3)21/h12-15,21H,4-11H2,1-3H3/t12-,13+,14-,15-,17-,18-,19-/m0/s1
",dilist_272,,,,,,,4.0,Yes,No,No,QSLJIVKCVHQPLV,,,,1.0,
OASIS1490,DTXSID8049046,Alpidem,DTXCID3028972,82626-01-5,JRTIDHTUMYMPRU-UHFFFAOYSA-N,"2-[6-Chloro-2-(4-chlorophenyl)imidazo[1,2-a]pyridin-3-yl]-N,N-dipropylacetamide",CCCN(CCC)C(=O)CC1=C(N=C2C=CC(Cl)=CN12)C1=CC=C(Cl)C=C1,"InChI=1S/C21H23Cl2N3O/c1-3-11-25(12-4-2)20(27)13-18-21(15-5-7-16(22)8-6-15)24-19-10-9-17(23)14-26(18)19/h5-10,14H,3-4,11-13H2,1-2H3
",dilist_498,,,,,,,4.0,No,No,Yes,JRTIDHTUMYMPRU,,,,1.0,
OASIS1077,DTXSID5020021,N-Acetyl-L-cysteine,DTXCID4021,616-91-1,PWKSKIMOESPYIA-BYPYZUCNSA-N,N-Acetyl-L-cysteine,CC(=O)N[C@@H](CS)C(O)=O,"InChI=1S/C5H9NO3S/c1-3(7)6-4(2-10)5(8)9/h4,10H,2H2,1H3,(H,6,7)(H,8,9)/t4-/m0/s1
",dilist_85,,,,,,,4.0,Yes,No,Yes,PWKSKIMOESPYIA,,,,1.0,1.0
OASIS1402,DTXSID8022828,Cladribine,DTXCID602828,4291-63-8,PTOAARAWEBMLNO-KVQBGUIXSA-N,2-Chloro-2'-deoxyadenosine,NC1=NC(Cl)=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1,"InChI=1S/C10H12ClN5O3/c11-10-14-8(12)7-9(15-10)16(3-13-7)6-1-4(18)5(2-17)19-6/h3-6,17-18H,1-2H2,(H2,12,14,15)/t4-,5+,6+/m0/s1
",dilist_927,,,,,,,4.0,No,Yes,Yes,PTOAARAWEBMLNO,0.0,,,1.0,1.0
OASIS840,DTXSID2044002,Fluvoxamine,DTXCID0024002,54739-18-3,CJOFXWAVKWHTFT-XSFVSMFZSA-N,2-{[(E)-{5-Methoxy-1-[4-(trifluoromethyl)phenyl]pentylidene}amino]oxy}ethan-1-amine,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,"InChI=1S/C15H21F3N2O2/c1-21-10-3-2-4-14(20-22-11-9-19)12-5-7-13(8-6-12)15(16,17)18/h5-8H,2-4,9-11,19H2,1H3/b20-14+
",dilist_848,,,,,,,4.0,Yes,No,Yes,CJOFXWAVKWHTFT,0.0,,,1.0,1.0
OASIS327,DTXSID5020023,Acrolein,DTXCID8023,107-02-8,HGINCPLSRVDWNT-UHFFFAOYSA-N,Prop-2-enal,C=CC=O,"InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2
",,,drugmatrix_15,,,,,2.0,Yes,No,No,HGINCPLSRVDWNT,,0.0,,,1.0
OASIS1541,DTXSID9023330,Moexipril,DTXCID803330,103775-10-6,UWWDHYUMIORJTA-HSQYWUDLSA-N,"(3S)-2-{N-[(2S)-1-Ethoxy-1-oxo-4-phenylbutan-2-yl]-L-alanyl}-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid",CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O,"InChI=1S/C27H34N2O7/c1-5-36-27(33)21(12-11-18-9-7-6-8-10-18)28-17(2)25(30)29-16-20-15-24(35-4)23(34-3)14-19(20)13-22(29)26(31)32/h6-10,14-15,17,21-22,28H,5,11-13,16H2,1-4H3,(H,31,32)/t17-,21-,22-/m0/s1
",dilist_550,,,,,,,4.0,No,Yes,No,UWWDHYUMIORJTA,,,,1.0,1.0
OASIS090,DTXSID5021209,6-Propyl-2-thiouracil,DTXCID101209,51-52-5,KNAHARQHSZJURB-UHFFFAOYSA-N,"6-Propyl-2-sulfanylidene-2,3-dihydropyrimidin-4(1H)-one",CCCC1=CC(=O)NC(=S)N1,"InChI=1S/C7H10N2OS/c1-2-3-5-4-6(10)9-7(11)8-5/h4H,2-3H2,1H3,(H2,8,9,10,11)
",dilist_1107,,,,,tggates_110,,2.0,Yes,No,Yes,KNAHARQHSZJURB,,,,1.0,1.0
OASIS293,DTXSID0020151,Benzyl acetate,DTXCID40151,140-11-4,QUKGYYKBILRGFE-UHFFFAOYSA-N,Benzyl acetate,CC(=O)OCC1=CC=CC=C1,"InChI=1S/C9H10O2/c1-8(10)11-7-9-5-3-2-4-6-9/h2-6H,7H2,1H3
",,,drugmatrix_19,fraunhofer_225,ice_132,,,2.0,Yes,No,Yes,QUKGYYKBILRGFE,,0.0,,,
OASIS1748,DTXSID10912307,Enzalutamide,DTXCID301341329,915087-33-1,WXCXUHSOUPDCQV-UHFFFAOYSA-N,"4-{3-[4-Cyano-3-(trifluoromethyl)phenyl]-5,5-dimethyl-4-oxo-2-sulfanylideneimidazolidin-1-yl}-2-fluoro-N-methylbenzamide",CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC(=C(C=C1)C#N)C(F)(F)F,"InChI=1S/C21H16F4N4O2S/c1-20(2)18(31)28(12-5-4-11(10-26)15(8-12)21(23,24)25)19(32)29(20)13-6-7-14(16(22)9-13)17(30)27-3/h4-9H,1-3H3,(H,27,30)
",,dilirank2_164,,,,,,4.0,No,Yes,Yes,WXCXUHSOUPDCQV,,,,1.0,1.0
OASIS1091,DTXSID5022722,Calcitriol,DTXCID002722,32222-06-3,GMRQFYUYWCNGIN-NKMMMXOESA-N,"(1S,3R,5Z,7E)-9,10-Secocholesta-5,7,10-triene-1,3,25-triol",[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)CCCC(C)(C)O,"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3/b20-10+,21-11-/t18-,22-,23-,24+,25+,27-/m1/s1
",dilist_211,,,,,,,4.0,No,No,Yes,GMRQFYUYWCNGIN,,,,1.0,1.0
OASIS417,DTXSID7024164,Bensulfuron-methyl,DTXCID004164,83055-99-6,XMQFTWRPUQYINF-UHFFFAOYSA-N,"Methyl 2-({[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]sulfamoyl}methyl)benzoate",COC(=O)C1=C(CS(=O)(=O)NC(=O)NC2=NC(OC)=CC(OC)=N2)C=CC=C1,"InChI=1S/C16H18N4O7S/c1-25-12-8-13(26-2)18-15(17-12)19-16(22)20-28(23,24)9-10-6-4-5-7-11(10)14(21)27-3/h4-8H,9H2,1-3H3,(H2,17,18,19,20,22)
",,,,fraunhofer_81,,,,3.0,No,Yes,No,XMQFTWRPUQYINF,,1.0,,,1.0
OASIS127,DTXSID2021864,"2,4-Dimethylphenol",DTXCID101864,105-67-9,KUFFULVDNCHOFZ-UHFFFAOYSA-N,"2,4-Dimethylphenol",CC1=CC(C)=C(O)C=C1,"InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3
",,,,fraunhofer_175,,,toxrefdb_98,1.0,Yes,No,No,KUFFULVDNCHOFZ,,,,,1.0
OASIS300,DTXSID5033836,4-Nonylphenol,DTXCID001857,104-40-5,IGFHQQFPSIBGKE-UHFFFAOYSA-N,4-Nonylphenol,CCCCCCCCCC1=CC=C(O)C=C1,"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-9-14-10-12-15(16)13-11-14/h10-13,16H,2-9H2,1H3
",,,drugmatrix_13,fraunhofer_275,,,toxrefdb_185,1.0,No,Yes,No,IGFHQQFPSIBGKE,,1.0,,,
OASIS1015,DTXSID4023200,Lansoprazole,DTXCID703200,103577-45-3,MJIHNNLFOKEZEW-UHFFFAOYSA-N,"2-{[3-Methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl]methanesulfinyl}-1H-benzimidazole",CC1=C(CS(=O)C2=NC3=CC=CC=C3N2)N=CC=C1OCC(F)(F)F,"InChI=1/C16H14F3N3O2S/c1-10-13(20-7-6-14(10)24-9-16(17,18)19)8-25(23)15-21-11-4-2-3-5-12(11)22-15/h2-7H,8-9H2,1H3,(H,21,22)
",dilist_288,,,,,,,4.0,Yes,No,Yes,MJIHNNLFOKEZEW,0.0,,,,
OASIS574,DTXSID6022422,"4,4'-Diaminobiphenyl methane",DTXCID402422,101-77-9,YBRVSVVVWCFQMG-UHFFFAOYSA-N,"4,4'-Methylenedianiline",NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,"InChI=1S/C13H14N2/c14-12-5-1-10(2-6-12)9-11-3-7-13(15)8-4-11/h1-8H,9,14-15H2
",,,,fraunhofer_272,,,,3.0,No,Yes,No,YBRVSVVVWCFQMG,,0.0,0.0,,1.0
OASIS1132,DTXSID5035080,Nelfinavir,DTXCID3015080,159989-64-7,QAGYKUNXZHXKMR-HKWSIXNMSA-N,"(3S,4aS,8aS)-N-tert-Butyl-2-[(2R,3R)-2-hydroxy-3-(3-hydroxy-2-methylbenzamido)-4-(phenylsulfanyl)butyl]decahydroisoquinoline-3-carboxamide",CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC1=CC=CC=C1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,"InChI=1S/C32H45N3O4S/c1-21-25(15-10-16-28(21)36)30(38)33-26(20-40-24-13-6-5-7-14-24)29(37)19-35-18-23-12-9-8-11-22(23)17-27(35)31(39)34-32(2,3)4/h5-7,10,13-16,22-23,26-27,29,36-37H,8-9,11-12,17-20H2,1-4H3,(H,33,38)(H,34,39)/t22-,23+,26-,27-,29+/m0/s1
",dilist_295,,,,,,,4.0,No,Yes,Yes,QAGYKUNXZHXKMR,1.0,,,1.0,1.0
OASIS919,DTXSID3023390,Olopatadine,DTXCID603390,113806-05-6,JBIMVDZLSHOPLA-LSCVHKIXSA-N,"{(11Z)-11-[3-(Dimethylamino)propylidene]-6,11-dihydrodibenzo[b,e]oxepin-2-yl}acetic acid",CN(C)CC\C=C1\C2=C(COC3=C1C=C(CC(O)=O)C=C3)C=CC=C2,"InChI=1S/C21H23NO3/c1-22(2)11-5-8-18-17-7-4-3-6-16(17)14-25-20-10-9-15(12-19(18)20)13-21(23)24/h3-4,6-10,12H,5,11,13-14H2,1-2H3,(H,23,24)/b18-8-
",dilist_629,,,,,,,4.0,Yes,No,No,JBIMVDZLSHOPLA,,,,1.0,1.0
OASIS1466,DTXSID8045933,Zolmitriptan,DTXCID6025933,139264-17-8,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,"(4S)-4-({3-[2-(Dimethylamino)ethyl]-1H-indol-5-yl}methyl)-1,3-oxazolidin-2-one",CN(C)CCC1=CNC2=C1C=C(C[C@H]1COC(=O)N1)C=C2,"InChI=1S/C16H21N3O2/c1-19(2)6-5-12-9-17-15-4-3-11(8-14(12)15)7-13-10-21-16(20)18-13/h3-4,8-9,13,17H,5-7,10H2,1-2H3,(H,18,20)/t13-/m0/s1
",dilist_631,,,,,,,4.0,Yes,No,Yes,ULSDMUVEXKOYBU,0.0,,,1.0,1.0
OASIS1102,DTXSID5023037,Exemestane,DTXCID003037,107868-30-4,BFYIZQONLCFLEV-DAELLWKTSA-N,"6-Methylideneandrosta-1,4-diene-3,17-dione",C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O,"InChI=1S/C20H24O2/c1-12-10-14-15-4-5-18(22)20(15,3)9-7-16(14)19(2)8-6-13(21)11-17(12)19/h6,8,11,14-16H,1,4-5,7,9-10H2,2-3H3/t14-,15-,16-,19+,20-/m0/s1
",dilist_345,,,,,,,4.0,Yes,No,Yes,BFYIZQONLCFLEV,1.0,,,1.0,1.0
OASIS1159,DTXSID5046934,Penicillin G,DTXCID3026934,61-33-6,JGSARLDLIJGVTE-MBNYWOFBSA-N,"(2S,5R,6R)-3,3-Dimethyl-7-oxo-6-(2-phenylacetamido)-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,"InChI=1S/C16H18N2O4S/c1-16(2)12(15(21)22)18-13(20)11(14(18)23-16)17-10(19)8-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1
",dilist_266,,,,,,,4.0,Yes,No,No,JGSARLDLIJGVTE,1.0,,,1.0,1.0
OASIS859,DTXSID2048290,Darifenacin,DTXCID3028265,133099-04-4,HXGBXQDTNZMWGS-RUZDIDTESA-N,"2-{(3S)-1-[2-(2,3-Dihydro-1-benzofuran-5-yl)ethyl]pyrrolidin-3-yl}-2,2-diphenylacetamide",NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C28H30N2O2/c29-27(31)28(23-7-3-1-4-8-23,24-9-5-2-6-10-24)25-14-17-30(20-25)16-13-21-11-12-26-22(19-21)15-18-32-26/h1-12,19,25H,13-18,20H2,(H2,29,31)/t25-/m1/s1
",dilist_897,,,,,,,4.0,Yes,No,Yes,HXGBXQDTNZMWGS,,,,1.0,1.0
OASIS1061,DTXSID4048276,Dolasetron,DTXCID901768521,115956-12-2,UKTAZPQNNNJVKR-MMUVGSQPNA-N,"(5s,6R,8r,9aS)-3-Oxooctahydro-2H-2,6-methanoquinolizin-8-yl 1H-indole-3-carboxylate",[H][C@]12C[C@@H](C[C@]3([H])CC(C1)C(=O)CN23)OC(=O)C1=CNC2=C1C=CC=C2,"InChI=1/C19H20N2O3/c22-18-10-21-12-5-11(18)6-13(21)8-14(7-12)24-19(23)16-9-20-17-4-2-1-3-15(16)17/h1-4,9,11-14,20H,5-8,10H2/t11?,12-,13+,14+
",dilist_5,,,,,,,4.0,No,Yes,Yes,UKTAZPQNNNJVKR,0.0,,,,
OASIS1426,DTXSID8023395,Orlistat,DTXCID40820067,96829-58-2,AHLBNYSZXLDEJQ-FWEHEUNISA-N,"(2S)-1-[(2S,3S)-3-Hexyl-4-oxooxetan-2-yl]tridecan-2-yl N-formyl-L-leucinate",CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,"InChI=1S/C29H53NO5/c1-5-7-9-11-12-13-14-15-16-18-24(34-29(33)26(30-22-31)20-23(3)4)21-27-25(28(32)35-27)19-17-10-8-6-2/h22-27H,5-21H2,1-4H3,(H,30,31)/t24-,25-,26-,27-/m0/s1
",dilist_480,,,,,,,4.0,Yes,No,Yes,AHLBNYSZXLDEJQ,0.0,,,1.0,1.0
OASIS285,DTXSID9020617,Eugenol,DTXCID90617,97-53-0,RRAFCDWBNXTKKO-UHFFFAOYSA-N,2-Methoxy-4-(prop-2-en-1-yl)phenol,COC1=C(O)C=CC(CC=C)=C1,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3
",,,,,,,toxrefdb_78,1.0,Yes,No,Yes,RRAFCDWBNXTKKO,,,,0.0,1.0
OASIS1275,DTXSID701009329,Crizotinib,DTXCID601436157,877399-52-5,KTEIFNKAUNYNJU-GFCCVEGCSA-N,"3-[(1R)-1-(2,6-Dichloro-3-fluorophenyl)ethoxy]-5-[1-(piperidin-4-yl)-1H-pyrazol-4-yl]pyridin-2-amine",C[C@@H](OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,"InChI=1S/C21H22Cl2FN5O/c1-12(19-16(22)2-3-17(24)20(19)23)30-18-8-13(9-27-21(18)25)14-10-28-29(11-14)15-4-6-26-7-5-15/h2-3,8-12,15,26H,4-7H2,1H3,(H2,25,27)/t12-/m1/s1
",dilist_247,dilirank2_48,,,,,,4.0,Yes,No,Yes,KTEIFNKAUNYNJU,,,,1.0,1.0
OASIS586,DTXSID7031531,Leucomalachite green,DTXCID5011531,129-73-7,WZKXBGJNNCGHIC-UHFFFAOYSA-N,"4,4'-(Phenylmethylene)bis(N,N-dimethylaniline)",CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)C1=CC=C(C=C1)N(C)C,"InChI=1S/C23H26N2/c1-24(2)21-14-10-19(11-15-21)23(18-8-6-5-7-9-18)20-12-16-22(17-13-20)25(3)4/h5-17,23H,1-4H3
",,,,fraunhofer_288,,,,3.0,No,Yes,Yes,WZKXBGJNNCGHIC,,0.0,,,
