OASIS_ID,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,DILILIST_ID,DILIRANK2_ID,DRUGMATRIX_ID,FRAUNHOFER_ID,ICE_ID,TGGATES_ID,TOXREFDB_ID,Invivo_ranking,Purchased_Broad_Enamine,Purchased_Broad_Molport,Purchased_Broad_Medchemxpress,InChIKey14,Y_Caco2_Wang,Y_PAMPA_NCATS,Y_HIA_Hou,Y_Pgp_Broccatelli,Y_Bioavailability_Ma,Y_Lipophilicity_AstraZeneca,Y_Solubility_AqSolDB,Y_HydrationFreeEnergy_FreeSolv,Y_BBB_Martins,Y_PPBR_AZ,Y_CYP2C19_Veith,Y_CYP2D6_Veith,Y_CYP3A4_Veith,Y_CYP1A2_Veith,Y_CYP2C9_Veith,Y_CYP2C9_Substrate_CarbonMangels,Y_CYP2D6_Substrate_CarbonMangels,Y_CYP3A4_Substrate_CarbonMangels,Y_Half_Life_Obach,Y_Clearance_Hepatocyte_AZ
OASIS983,DTXSID4020115,Auranofin,DTXCID20820909,34031-32-8,AUJRCFUBUPVWSZ-XTZHGVARSA-M,"(2,3,4,6-Tetra-O-acetyl-1-thio-beta-D-glucopyranosato-kappaS~1~)(triethylphosphane)gold",CCP(CC)CC.CC(=O)OC[C@H]1O[C@@H](S[Au])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,"InChI=1S/C14H20O9S.C6H15P.Au/c1-6(15)19-5-10-11(20-7(2)16)12(21-8(3)17)13(14(24)23-10)22-9(4)18;1-4-7(5-2)6-3;/h10-14,24H,5H2,1-4H3;4-6H2,1-3H3;/q;;+1/p-1/t10-,11-,12+,13-,14+;;/m1../s1
",dilist_582,,,,,,,4,Yes,No,Yes,AUJRCFUBUPVWSZ,,,,,0,,,,,,,,,,,,,,,
OASIS373,DTXSID1027344,Azacyclotridecan-2-one,DTXCID107344,947-04-6,JHWNWJKBPDFINM-UHFFFAOYSA-N,1-Azacyclotridecan-2-one,O=C1CCCCCCCCCCCN1,"InChI=1S/C12H23NO/c14-12-10-8-6-4-2-1-3-5-7-9-11-13-12/h1-11H2,(H,13,14)
",,,,fraunhofer_26,,,,3,No,Yes,No,JHWNWJKBPDFINM,,,,,,,-2.81950432,,,,,,,,,,,,,
OASIS001,DTXSID2020006,Acetaminophen,DTXCID606,103-90-2,RZVAJINKPMORJF-UHFFFAOYSA-N,N-(4-Hydroxyphenyl)acetamide,CC(=O)NC1=CC=C(O)C=C1,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)
",dilist_88,,,fraunhofer_227,,tggates_0,toxrefdb_66,1,Yes,No,Yes,RZVAJINKPMORJF,-4.4400001,,1,0,1,0.25,-1.033323213,,1,26.64,,,,,,1,1,1,2.5,8.555
OASIS1378,DTXSID80175220,Conivaptan,DTXCID3097711,210101-16-9,IKENVDNFQMCRTR-UHFFFAOYSA-N,"N-[4-(2-Methyl-4,5-dihydroimidazo[4,5-d][1]benzazepine-6(3H)-carbonyl)phenyl][1,1'-biphenyl]-2-carboxamide",CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,"InChI=1S/C32H26N4O2/c1-21-33-28-19-20-36(29-14-8-7-13-27(29)30(28)34-21)32(38)23-15-17-24(18-16-23)35-31(37)26-12-6-5-11-25(26)22-9-3-2-4-10-22/h2-18H,19-20H2,1H3,(H,33,34)(H,35,37)
",dilist_332,,,,,,,4,Yes,No,No,IKENVDNFQMCRTR,,,,,,,,,,,,,,,,,,,6.7,
OASIS120,DTXSID5021330,Tetramethylolphosphonium chloride,DTXCID601330,124-64-1,AKXUUJCMWZFYMV-UHFFFAOYSA-M,Tetrakis(hydroxymethyl)phosphanium chloride,[Cl-].OC[P+](CO)(CO)CO,"InChI=1S/C4H12O4P.ClH/c5-1-9(2-6,3-7)4-8;/h5-8H,1-4H2;1H/q+1;/p-1
",,,,fraunhofer_268,ice_140,,toxrefdb_105,1,Yes,No,No,AKXUUJCMWZFYMV,,,,,,,0.322,,,,,,,,,,,,,
OASIS851,DTXSID2046755,Pirarubicin,DTXCID0026755,72496-41-4,KMSKQZKKOZQFFG-YXRRJAAWSA-N,"(1S,3S)-3,5,12-Trihydroxy-3-(hydroxyacetyl)-10-methoxy-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-1-yl 3-amino-2,3,6-trideoxy-4-O-[(2R)-oxan-2-yl]-alpha-L-lyxo-hexopyranoside",[H][C@]1(CCCCO1)O[C@H]1[C@@H](N)C[C@]([H])(O[C@H]2C[C@@](O)(CC3=C(O)C4=C(C(O)=C23)C(=O)C2=C(C=CC=C2OC)C4=O)C(=O)CO)O[C@H]1C,"InChI=1S/C32H37NO12/c1-14-31(45-21-8-3-4-9-42-21)17(33)10-22(43-14)44-19-12-32(40,20(35)13-34)11-16-24(19)30(39)26-25(28(16)37)27(36)15-6-5-7-18(41-2)23(15)29(26)38/h5-7,14,17,19,21-22,31,34,37,39-40H,3-4,8-13,33H2,1-2H3/t14-,17-,19-,21+,22-,31+,32-/m0/s1
",dilist_813,,,,,,,4,No,No,Yes,KMSKQZKKOZQFFG,,,,,,,,,0,,,,,,,,,,,
OASIS893,DTXSID3022370,Progesterone,DTXCID902370,57-83-0,RJKFOVLPORLFTN-LEKSSAKUSA-N,"Pregn-4-ene-3,20-dione",[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1
",dilist_80,,,,,,,4,Yes,No,Yes,RJKFOVLPORLFTN,,,1,,1,3.94,-4.4913,,0,,0,0,,0,,1,1,1,,
OASIS1693,DTXSID1024176,Methacrylonitrile,DTXCID104176,126-98-7,GYCMBHHDWRMZGG-UHFFFAOYSA-N,2-Methylprop-2-enenitrile,CC(=C)C#N,"InChI=1S/C4H5N/c1-4(2)3-5/h1H2,2H3
",,,,,ice_161,,,3,Yes,No,No,GYCMBHHDWRMZGG,,,,,,,-0.406708517,,,,,,,,,,,,,
OASIS1201,DTXSID6022898,Desogestrel,DTXCID702898,54024-22-5,RPLCPCMSCLEKRS-BPIQYHPVSA-N,"(1R,3aS,3bS,9aR,9bS,11aS)-11a-Ethyl-1-ethynyl-10-methylidene-2,3,3a,3b,4,5,7,8,9,9a,9b,10,11,11a-tetradecahydro-1H-cyclopenta[a]phenanthren-1-ol",CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,"InChI=1S/C22H30O/c1-4-21-14-15(3)20-17-9-7-6-8-16(17)10-11-18(20)19(21)12-13-22(21,23)5-2/h2,8,17-20,23H,3-4,6-7,9-14H2,1H3/t17-,18-,19-,20+,21-,22-/m0/s1
",dilist_438,,,,,,,4,No,Yes,Yes,RPLCPCMSCLEKRS,,,1,,0,,,,,,,,,,,1,0,0,,
OASIS578,DTXSID6029254,"3,5,5-Trimethylhexanoic acid",DTXCID409254,10/1/02,OILUAKBAMVLXGF-UHFFFAOYSA-N,"3,5,5-Trimethylhexanoic acid",CC(CC(O)=O)CC(C)(C)C,"InChI=1/C9H18O2/c1-7(5-8(10)11)6-9(2,3)4/h7H,5-6H2,1-4H3,(H,10,11)
",,,,fraunhofer_280,,,,3,No,Yes,No,OILUAKBAMVLXGF,,,,,,,-2.354220979,,,,,,,,,,,,,
OASIS1041,DTXSID4040680,Lomefloxacin,DTXCID2020680,98079-51-7,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,"1-Ethyl-6,8-difluoro-7-(3-methylpiperazin-1-yl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",CCN1C=C(C(O)=O)C(=O)C2=C1C(F)=C(N1CCNC(C)C1)C(F)=C2,"InChI=1/C17H19F2N3O3/c1-3-21-8-11(17(24)25)16(23)10-6-12(18)15(13(19)14(10)21)22-5-4-20-9(2)7-22/h6,8-9,20H,3-5,7H2,1-2H3,(H,24,25)
",dilist_533,,,,,,,4,No,Yes,No,ZEKZLJVOYLTDKK,-4.8000002,,1,0,1,-1.1,-2.33,,0,,,,,,,0,0,0,,
OASIS1781,DTXSID30152228,Baricitinib,DTXCID5074719,1187594-09-7,XUZMWHLSFXCVMG-UHFFFAOYSA-N,"{1-(Ethanesulfonyl)-3-[4-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)-1H-pyrazol-1-yl]azetidin-3-yl}acetonitrile",CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,"InChI=1S/C16H17N7O2S/c1-2-26(24,25)22-9-16(10-22,4-5-17)23-8-12(7-21-23)14-13-3-6-18-15(13)20-11-19-14/h3,6-8,11H,2,4,9-10H2,1H3,(H,18,19,20)
",,dilirank2_134,,,,,,4,No,Yes,Yes,XUZMWHLSFXCVMG,,1,,,,,,,,,,,,,,,,,,
OASIS1081,DTXSID5020730,8-Hydroxyquinoline,DTXCID30730,148-24-3,MCJGNVYPOGVAJF-UHFFFAOYSA-N,Quinolin-8-ol,OC1=CC=CC2=CC=CN=C12,"InChI=1S/C9H7NO/c11-8-5-1-3-7-4-2-6-10-9(7)8/h1-6,11H
",dilist_1061,,,,,,,4,Yes,No,Yes,MCJGNVYPOGVAJF,,,,,,,-2.349605255,,,,,,,,,,,,,
OASIS717,DTXSID1023235,D-Mannitol,DTXCID603235,69-65-8,FBPFZTCFMRRESA-KVTDHHQDSA-N,D-Mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1
",dilist_1072,,,,,,,4,Yes,No,Yes,FBPFZTCFMRRESA,,,,0,0,,1.09,-23.62,0,,,,,,,,,,,
OASIS359,DTXSID3020257,"1,​2-​Benzenediol",DTXCID30257,120-80-9,YCIMNLLNPGFGHC-UHFFFAOYSA-N,"Benzene-1,2-diol",OC1=C(O)C=CC=C1,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H
",,,,fraunhofer_6,,,,3,No,Yes,Yes,YCIMNLLNPGFGHC,,,,,,,0.612341891,,,,,,,,,,,,,
OASIS1384,DTXSID8020597,Ethylene glycol,DTXCID40597,107-21-1,LYCAIKOWRPUZTN-UHFFFAOYSA-N,"Ethane-1,2-diol",OCCO,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2
",dilist_1094,,,,,,,4,Yes,No,Yes,LYCAIKOWRPUZTN,,,,,,,1.2071,-9.3,,,,,,,,,,,,
OASIS908,DTXSID3023053,Flavoxate,DTXCID003053,15301-69-6,SPIUTQOUKAMGCX-UHFFFAOYSA-N,2-(Piperidin-1-yl)ethyl 3-methyl-4-oxo-2-phenyl-4H-1-benzopyran-8-carboxylate,CC1=C(OC2=C(C=CC=C2C1=O)C(=O)OCCN1CCCCC1)C1=CC=CC=C1,"InChI=1S/C24H25NO4/c1-17-21(26)19-11-8-12-20(23(19)29-22(17)18-9-4-2-5-10-18)24(27)28-16-15-25-13-6-3-7-14-25/h2,4-5,8-12H,3,6-7,13-16H2,1H3
",dilist_296,,,,,,,4,Yes,No,No,SPIUTQOUKAMGCX,,,,1,,3.42,,,,,0,1,,,0,,,,,
OASIS1459,DTXSID8045193,Risperidone,DTXCID6025193,106266-06-2,RAPZEAPATHNIPO-UHFFFAOYSA-N,"3-{2-[4-(6-Fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl}-2-methyl-6,7,8,9-tetrahydro-4H-pyrido[1,2-a]pyrimidin-4-one",CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,"InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3
",dilist_285,,,,,,,4,Yes,No,Yes,RAPZEAPATHNIPO,,,1,1,1,2.05,,,1,84.6,0,,,,,0,1,1,3.2,
OASIS1449,DTXSID8029868,Atorvastatin,DTXCID509868,134523-00-5,XUKUURHRXDUEBC-KAYWLYCHSA-N,"(3R,5R)-7-[2-(4-Fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-(propan-2-yl)-1H-pyrrol-1-yl]-3,5-dihydroxyheptanoic acid",CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,"InChI=1S/C33H35FN2O5/c1-21(2)31-30(33(41)35-25-11-7-4-8-12-25)29(22-9-5-3-6-10-22)32(23-13-15-24(34)16-14-23)36(31)18-17-26(37)19-27(38)20-28(39)40/h3-16,21,26-27,37-38H,17-20H2,1-2H3,(H,35,41)(H,39,40)/t26-,27-/m1/s1
",dilist_159,,,,,,,4,Yes,No,Yes,XUKUURHRXDUEBC,-5.30990195,,,0,0,,,,,,,,,,,0,0,1,,
OASIS037,DTXSID2029874,Fenofibrate,DTXCID209874,49562-28-9,YMTINGFKWWXKFG-UHFFFAOYSA-N,Propan-2-yl 2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,"InChI=1S/C20H21ClO4/c1-13(2)24-19(23)20(3,4)25-17-11-7-15(8-12-17)18(22)14-5-9-16(21)10-6-14/h5-13H,1-4H3
",dilist_198,,,,,tggates_34,,2,Yes,No,Yes,YMTINGFKWWXKFG,,,,,,,,,,,,0,,1,0,0,0,1,,54
OASIS1424,DTXSID8023391,Olsalazine,DTXCID003391,15722-48-2,QQBDLJCYGRGAKP-UHFFFAOYSA-N,"3,3'-Diazenediylbis(6-hydroxybenzoic acid)",OC(=O)C1=CC(=CC=C1O)N=NC1=CC=C(O)C(=C1)C(O)=O,"InChI=1S/C14H10N2O6/c17-11-3-1-7(5-9(11)13(19)20)15-16-8-2-4-12(18)10(6-8)14(21)22/h1-6,17-18H,(H,19,20)(H,21,22)
",dilist_1020,,,,,,,4,No,Yes,Yes,QQBDLJCYGRGAKP,,,,,0,,,,,,,,,,,,,,0.9,
OASIS1549,DTXSID9023413,Paclitaxel,DTXCID603413,33069-62-4,RCINICONZNJXQF-MZXODVADSA-N,"4,10beta-Bis(acetyloxy)-13alpha-{[(2R,3S)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy}-1,7beta-dihydroxy-9-oxo-4alpha,5beta-5,20-epoxytax-11-en-2alpha-yl benzoate",[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(C)=O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C47H51NO14/c1-25-31(60-43(56)36(52)35(28-16-10-7-11-17-28)48-41(54)29-18-12-8-13-19-29)23-47(57)40(61-42(55)30-20-14-9-15-21-30)38-45(6,32(51)22-33-46(38,24-58-33)62-27(3)50)39(53)37(59-26(2)49)34(25)44(47,4)5/h7-21,31-33,35-38,40,51-52,57H,22-24H2,1-6H3,(H,48,54)/t31-,32-,33+,35-,36+,37+,38-,40-,45+,46-,47+/m0/s1
",dilist_107,,,,,,,4,Yes,No,Yes,RCINICONZNJXQF,,,,,,,-6.33,,0,,0,0,0,0,0,0,0,1,11,
OASIS1196,DTXSID6022842,Clomethiazole,DTXCID802842,533-45-9,PCLITLDOTJTVDJ-UHFFFAOYSA-N,"5-(2-Chloroethyl)-4-methyl-1,3-thiazole",CC1=C(CCCl)SC=N1,"InChI=1S/C6H8ClNS/c1-5-6(2-3-7)9-4-8-5/h4H,2-3H2,1H3
",dilist_284,,,,,,,4,Yes,No,Yes,PCLITLDOTJTVDJ,,,1,,1,,,,1,,1,1,0,1,,0,0,1,4.5,
OASIS669,DTXSID0045416,Trapidil,DTXCID8025416,15421-84-8,GSNOZLZNQMLSKJ-UHFFFAOYSA-N,"N,N-Diethyl-5-methyl[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",CCN(CC)C1=CC(C)=NC2=NC=NN12,"InChI=1S/C10H15N5/c1-4-14(5-2)9-6-8(3)13-10-11-7-12-15(9)10/h6-7H,4-5H2,1-3H3
",dilist_517,,,,,,,4,Yes,No,Yes,GSNOZLZNQMLSKJ,,,1,,1,,,,,,0,0,0,1,0,0,0,0,,
OASIS1678,DTXSID1020859,alpha-Methylbenzyl alcohol,DTXCID50859,98-85-1,WAPNOHKVXSQRPX-UHFFFAOYSA-N,1-Phenylethan-1-ol,CC(O)C1=CC=CC=C1,"InChI=1/C8H10O/c1-7(9)8-5-3-2-4-6-8/h2-7,9H,1H3
",,,,,ice_102,,,3,Yes,No,No,WAPNOHKVXSQRPX,,,,,,,-1.7969,,,,,,,,,,,,,
OASIS382,DTXSID4021137,"1,3-Benzenediamine",DTXCID001137,108-45-2,WZCQRUWWHSTZEM-UHFFFAOYSA-N,"Benzene-1,3-diamine",NC1=CC(N)=CC=C1,"InChI=1S/C6H8N2/c7-5-2-1-3-6(8)4-5/h1-4H,7-8H2
",,,,fraunhofer_37,,,,3,No,Yes,No,WZCQRUWWHSTZEM,,,,,,,0.51,,,,,,,,,,,,,
OASIS659,DTXSID0040705,Cinchophen,DTXCID8020705,132-60-5,YTRMTPPVNRALON-UHFFFAOYSA-N,2-Phenylquinoline-4-carboxylic acid,OC(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=CC=C1,"InChI=1S/C16H11NO2/c18-16(19)13-10-15(11-6-2-1-3-7-11)17-14-9-5-4-8-12(13)14/h1-10H,(H,18,19)
",dilist_1019,,,,,,,4,Yes,No,Yes,YTRMTPPVNRALON,,,,,,-0.7,-3.1926,,,,,,,,,,,,,
OASIS045,DTXSID4020820,Methimazole,DTXCID20820,60-56-0,PMRYVIKBURPHAH-UHFFFAOYSA-N,"1-Methyl-1,3-dihydro-2H-imidazole-2-thione",CN1C=CNC1=S,"InChI=1S/C4H6N2S/c1-6-3-2-5-4(6)7/h2-3H,1H3,(H,5,7)
",dilist_689,,,,,tggates_109,,2,Yes,No,Yes,PMRYVIKBURPHAH,,,1,0,1,-0.42,,,,18.99,0,0,0,0,0,0,0,0,2.4,
OASIS463,DTXSID3020205,Benzyl butyl phthalate,DTXCID70205,85-68-7,IRIAEXORFWYRCZ-UHFFFAOYSA-N,"Benzyl butyl benzene-1,2-dicarboxylate",CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,"InChI=1S/C19H20O4/c1-2-3-13-22-18(20)16-11-7-8-12-17(16)19(21)23-14-15-9-5-4-6-10-15/h4-12H,2-3,13-14H2,1H3
",,,,fraunhofer_143,,,,3,No,Yes,Yes,IRIAEXORFWYRCZ,,,,,,,-5.64,,,,,,,,,,,,,
OASIS542,DTXSID3023845,Acenaphthylene,DTXCID103845,208-96-8,HXGDTGSAIMULJN-UHFFFAOYSA-N,Acenaphthylene,C1=CC2=C3C1=CC=CC3=CC=C2,"InChI=1S/C12H8/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-8H
",,,,fraunhofer_235,,,,3,No,Yes,Yes,HXGDTGSAIMULJN,,,,,,,-3.9756,,,,,,,,,,,,,
OASIS657,DTXSID0040599,Everolimus,DTXCID8020599,159351-69-6,HKVAMNSJSFKALM-GKUWKFKPSA-N,"(3S,6R,7E,9R,10R,12R,14S,15E,17E,19E,21S,23S,26R,27R,34aS)-9,27-Dihydroxy-3-{(2R)-1-[(1S,3R,4R)-4-(2-hydroxyethoxy)-3-methoxycyclohexyl]propan-2-yl}-10,21-dimethoxy-6,8,12,14,20,26-hexamethyl-9,10,12,13,14,21,22,23,24,25,26,27,32,33,34,34a-hexadecahydro-3H-23,27-epoxypyrido[2,1-c][1,4]oxazacyclohentriacontine-1,5,11,28,29(4H,6H,31H)-pentone",[H][C@@]12CC[C@@H](C)[C@@](O)(O1)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@]([H])(CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C2)OC)[C@H](C)C[C@@H]1CC[C@@H](OCCO)[C@@H](C1)OC,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11+,16-12+,33-17+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1
",dilist_837,,,,,,,4,Yes,No,Yes,HKVAMNSJSFKALM,,,,,,,,,,,,,,,,0,0,1,,
OASIS1680,DTXSID8020206,1-Chlorobutane,DTXCID00206,109-69-3,VFWCMGCRMGJXDK-UHFFFAOYSA-N,1-Chlorobutane,CCCCCl,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3
",,,,,ice_40,,,3,Yes,No,No,VFWCMGCRMGJXDK,,,,,,,-2.03,-0.16,,,,,,,,,,,,
OASIS031,DTXSID1045536,Disopyramide,DTXCID9025536,9/5/37,UVTNFZQICZKOEM-UHFFFAOYSA-N,4-[Di(propan-2-yl)amino]-2-phenyl-2-(pyridin-2-yl)butanamide,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C,"InChI=1/C21H29N3O/c1-16(2)24(17(3)4)15-13-21(20(22)25,18-10-6-5-7-11-18)19-12-8-9-14-23-19/h5-12,14,16-17H,13,15H2,1-4H3,(H2,22,25)
",dilist_182,,,,,tggates_29,,2,Yes,No,Yes,UVTNFZQICZKOEM,,,,0,1,-0.54,-1.7,,,33.39,,,0,,,1,0,1,7,
OASIS1647,DTXSID6025309,Ethyl methanesulfonate,DTXCID705309,62-50-0,PLUBXMRUUVWRLT-UHFFFAOYSA-N,Ethyl methanesulfonate,CCOS(C)(=O)=O,"InChI=1S/C3H8O3S/c1-3-6-7(2,4)5/h3H2,1-2H3
",,,,,ice_104,,,3,Yes,No,Yes,PLUBXMRUUVWRLT,,,,,,,0.402,,,,,,,,,,,,,
OASIS349,DTXSID9024437,Allyl acetate,DTXCID904437,591-87-7,FWZUNOYOVVKUNF-UHFFFAOYSA-N,Prop-2-en-1-yl acetate,CC(=O)OCC=C,"InChI=1S/C5H8O2/c1-3-4-7-5(2)6/h3H,1,4H2,2H3
",,,,fraunhofer_226,ice_68,,,3,Yes,No,No,FWZUNOYOVVKUNF,,,,,,,-0.5534,,,,,,,,,,,,,
OASIS1791,DTXSID30870359,Gabapentin enacarbil,DTXCID30818094,478296-72-9,TZDUHAJSIBHXDL-UHFFFAOYSA-N,(1-{[({1-[(2-Methylpropanoyl)oxy]ethoxy}carbonyl)amino]methyl}cyclohexyl)acetic acid,CC(C)C(=O)OC(C)OC(=O)NCC1(CC(O)=O)CCCCC1,"InChI=1/C16H27NO6/c1-11(2)14(20)22-12(3)23-15(21)17-10-16(9-13(18)19)7-5-4-6-8-16/h11-12H,4-10H2,1-3H3,(H,17,21)(H,18,19)
",,dilirank2_71,,,,,,4,No,No,Yes,TZDUHAJSIBHXDL,-4.5093193,,,,,,,,,,,,,,,,,,,
OASIS1094,DTXSID5022774,Cefuroxime,DTXCID101768022,55268-75-2,JFPVXVDWJQMJEE-IZRZKJBUSA-N,"(6R,7R)-3-[(Carbamoyloxy)methyl]-7-{[(2Z)-2-(furan-2-yl)-2-(methoxyimino)acetyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)C1=CC=CO1,"InChI=1S/C16H16N4O8S/c1-26-19-9(8-3-2-4-27-8)12(21)18-10-13(22)20-11(15(23)24)7(5-28-16(17)25)6-29-14(10)20/h2-4,10,14H,5-6H2,1H3,(H2,17,25)(H,18,21)(H,23,24)/b19-9-/t10-,14-/m1/s1
",dilist_859,,,,,,,4,Yes,No,Yes,JFPVXVDWJQMJEE,-6.29,,,0,1,,,,1,,,,,,,,,,1.1,
OASIS414,DTXSID9026710,1-Methoxy-4-methylbenzene,DTXCID306710,104-93-8,CHLICZRVGGXEOD-UHFFFAOYSA-N,1-Methoxy-4-methylbenzene,COC1=CC=C(C)C=C1,"InChI=1S/C8H10O/c1-7-3-5-8(9-2)6-4-7/h3-6H,1-2H3
",,,,fraunhofer_72,,,,3,No,Yes,Yes,CHLICZRVGGXEOD,,,,,,,-2.339542101,,,,,,,,,,,,,
OASIS604,DTXSID0020573,17beta-Estradiol,DTXCID80573,50-28-2,VOXZDWNPVJITMN-ZBRFXRBCSA-N,"Estra-1(10),2,4-triene-3,17beta-diol",[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1
",dilist_350,,,,,,,4,Yes,No,Yes,VOXZDWNPVJITMN,,,,,0,3.72,-4.851,,0,,0,0,0,,,1,1,1,1.7,
OASIS509,DTXSID7052101,"2,2,4,4,6,8,8-Heptamethylnonane",DTXCID5030668,4/9/90,VCLJODPNBNEBKW-UHFFFAOYSA-N,"2,2,4,4,6,8,8-Heptamethylnonane",CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,"InChI=1/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3
",,,,fraunhofer_193,,,,3,No,Yes,No,VCLJODPNBNEBKW,,,,,,,-3.354968489,,,,,,,,,,,,,
OASIS512,DTXSID1034397,Bromopropylate,DTXCID9014397,18181-80-1,FOANIXZHAMJWOI-UHFFFAOYSA-N,Propan-2-yl bis(4-bromophenyl)(hydroxy)acetate,CC(C)OC(=O)C(O)(C1=CC=C(Br)C=C1)C1=CC=C(Br)C=C1,"InChI=1S/C17H16Br2O3/c1-11(2)22-16(20)17(21,12-3-7-14(18)8-4-12)13-5-9-15(19)10-6-13/h3-11,21H,1-2H3
",,,,fraunhofer_197,,,,3,No,Yes,No,FOANIXZHAMJWOI,,,,,,,-4.933,,,,,,,,,,,,,
